kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * 1**2","WhiteKernel(noise_level=0.106) * ExpSineSquared(length_scale=8.18e+04, periodicity=4.79) + DotProduct(sigma_0=363) * 0.00316**2",115275.2660,-88.1295,339.5221,0.0602,-0.0191,-0.3205
"RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + 1**2","RationalQuadratic(alpha=1e-05, length_scale=1e+05) * ExpSineSquared(length_scale=4.7, periodicity=78.6) + WhiteKernel(noise_level=1e-05) + 0.0749**2",23.6156,315.0296,4.8596,0.9998,0.9998,0.9998
"RBF(length_scale=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1)","RBF(length_scale=3.19e+04) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=7.36e+03, periodicity=78.6) * DotProduct(sigma_0=2.12e+03)",23.0493,300.6295,4.8010,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","DotProduct(sigma_0=1e-05) + RationalQuadratic(alpha=4.01e+04, length_scale=1.71e+04) * ExpSineSquared(length_scale=0.0026, periodicity=7.62e+04) + WhiteKernel(noise_level=1e-05)",28.7651,285.3302,5.3633,0.9998,-0.5985,-6.3072
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1) + 1**2","ExpSineSquared(length_scale=4.7, periodicity=0.987) + WhiteKernel(noise_level=1e-05) * RationalQuadratic(alpha=1, length_scale=1) + 0.861**2",23.6171,314.9757,4.8597,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) * 1**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) * 0.00316**2 * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.71, periodicity=0.987)",23.6177,315.1517,4.8598,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1)","ExpSineSquared(length_scale=4.71, periodicity=0.987) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=0.0131)",23.6185,315.0345,4.8599,0.9998,0.9998,0.9998
WhiteKernel(noise_level=1) * 1**2 + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),WhiteKernel(noise_level=1.01e-05) * 0.00317**2 + DotProduct(sigma_0=1.15) + WhiteKernel(noise_level=0.106),115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
DotProduct(sigma_0=1) + RBF(length_scale=1) * WhiteKernel(noise_level=1),DotProduct(sigma_0=1.15) + RBF(length_scale=1) * WhiteKernel(noise_level=0.106),115273.2917,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","RationalQuadratic(alpha=1.03, length_scale=0.0118) * WhiteKernel(noise_level=0.113) * ExpSineSquared(length_scale=1.95e+03, periodicity=5.77e-05) + 1**2",122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=1.55e+03, periodicity=0.0222) * RBF(length_scale=30.1)",1577.6404,8.0832,39.7195,0.9871,0.8146,0.1979
"RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) * WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=30.1) + ExpSineSquared(length_scale=0.00679, periodicity=0.000138) * DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05)",1577.6616,8.0831,39.7198,0.9871,0.8146,0.1979
WhiteKernel(noise_level=1) * 1**2 * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05) * 0.00316**2 * DotProduct(sigma_0=0.495) + WhiteKernel(noise_level=1.12),1125085.5382,-354.6884,1060.7005,-8.1724,-8.1218,-8.1166
"1**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.00316**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1.55, periodicity=1.01)",24.0244,304.0462,4.9015,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.000303) * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=62.6, length_scale=1e+05) + ExpSineSquared(length_scale=4.19, periodicity=78.6)",42.5747,24.2839,6.5249,0.9997,0.9996,0.9995
DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1) + 1**2,DotProduct(sigma_0=1.03) + WhiteKernel(noise_level=126) * WhiteKernel(noise_level=0.000841) + 0.514**2,115273.2915,-93.8060,339.5192,0.0602,-0.0203,-0.3260
WhiteKernel(noise_level=1) + 1**2 * DotProduct(sigma_0=1),WhiteKernel(noise_level=0.106) + 0.00316**2 * DotProduct(sigma_0=363),115275.2660,-88.1295,339.5221,0.0602,-0.0191,-0.3205
"RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * 1**2","RationalQuadratic(alpha=1e-05, length_scale=1e+05) * ExpSineSquared(length_scale=1.55, periodicity=0.994) + WhiteKernel(noise_level=1e-05) * 0.00316**2",24.0220,304.0412,4.9012,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1) * 1**2","ExpSineSquared(length_scale=4.7, periodicity=0.0256) + WhiteKernel(noise_level=0.000111) * RationalQuadratic(alpha=0.589, length_scale=1.99e+03) * 0.00507**2",23.6176,315.1517,4.8598,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=4.71, periodicity=78.6) + RationalQuadratic(alpha=6.62e+04, length_scale=3.97e-05) * WhiteKernel(noise_level=1e-05) * 0.00316**2",23.6177,315.1517,4.8598,0.9998,0.9998,0.9998
"RationalQuadratic(alpha=1, length_scale=1) + 1**2 * ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=31.4) + 0.00316**2 * ExpSineSquared(length_scale=18.8, periodicity=0.757) * WhiteKernel(noise_level=1e-05)",28.4282,289.1530,5.3318,0.9998,0.9450,0.7495
"1**2 * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","0.975**2 * RationalQuadratic(alpha=1e+05, length_scale=31.3) + DotProduct(sigma_0=1e-05) + WhiteKernel(noise_level=1e-05)",28.5910,285.3325,5.3471,0.9998,-0.5823,-6.2334
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=4.2, periodicity=0.00348) + WhiteKernel(noise_level=1e-05) * RBF(length_scale=1.55e-05) * DotProduct(sigma_0=0.0406)",41.8883,24.3727,6.4721,0.9997,0.9996,0.9996
"WhiteKernel(noise_level=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) * 0.00316**2 + ExpSineSquared(length_scale=1.55, periodicity=0.994) + WhiteKernel(noise_level=1e-05)",24.0267,303.9306,4.9017,0.9998,0.9998,0.9998
WhiteKernel(noise_level=1) * 1**2 + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1),WhiteKernel(noise_level=2.93) * 0.19**2 + WhiteKernel(noise_level=0.00117) + DotProduct(sigma_0=1.15),115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
1**2 * WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),0.184**2 * WhiteKernel(noise_level=0.688) + DotProduct(sigma_0=1.15) + WhiteKernel(noise_level=0.0829),115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"RBF(length_scale=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","RBF(length_scale=30.1) + DotProduct(sigma_0=1e-05) * ExpSineSquared(length_scale=0.109, periodicity=0.0714) * WhiteKernel(noise_level=1e-05)",1577.6405,8.0832,39.7195,0.9871,0.8146,0.1979
"WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1) * ExpSineSquared(length_scale=1, periodicity=1) + 1**2","WhiteKernel(noise_level=0.113) * RationalQuadratic(alpha=0.00814, length_scale=0.0134) * ExpSineSquared(length_scale=20.7, periodicity=0.0479) + 1**2",122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=0.925, periodicity=1) + RationalQuadratic(alpha=0.0568, length_scale=1e+05) + WhiteKernel(noise_level=1e-05) * 0.00316**2",24.0940,293.5247,4.9086,0.9998,0.9998,0.9997
"1**2 * DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","0.00316**2 * DotProduct(sigma_0=2.88e+03) * ExpSineSquared(length_scale=33.2, periodicity=78.6) + WhiteKernel(noise_level=1e-05)",23.0446,311.8844,4.8005,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1.97e+03) * ExpSineSquared(length_scale=6.86e+03, periodicity=78.6) * RBF(length_scale=1e+05)",23.0457,298.7993,4.8006,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) * 1**2 * ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) * 0.00316**2 * ExpSineSquared(length_scale=0.0307, periodicity=0.00281) + RationalQuadratic(alpha=1e+05, length_scale=31.4)",28.4281,289.1530,5.3318,0.9998,0.9450,0.7495
"1**2 * WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1)","0.311**2 * WhiteKernel(noise_level=1.1) * RationalQuadratic(alpha=6.11e+04, length_scale=2.19) + DotProduct(sigma_0=1.15)",115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"WhiteKernel(noise_level=1) + 1**2 * RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + 0.00316**2 * RationalQuadratic(alpha=1e+05, length_scale=33.2) * DotProduct(sigma_0=363)",27.5970,289.3664,5.2533,0.9998,0.8575,0.3494
"RBF(length_scale=1) + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","RBF(length_scale=31.5) + WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=1.47, periodicity=0.000674) + DotProduct(sigma_0=1.92e-05)",28.7650,285.3302,5.3633,0.9998,-0.5985,-6.3071
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6) + 0.182**2 * RBF(length_scale=1e+05)",23.6181,315.0348,4.8598,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1)","ExpSineSquared(length_scale=4.2, periodicity=0.0999) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05)",41.9062,24.3512,6.4735,0.9997,0.9996,0.9996
"ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1) + 1**2","ExpSineSquared(length_scale=5.85, periodicity=26.2) * WhiteKernel(noise_level=0.0331) * WhiteKernel(noise_level=3.41) + 1**2",122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1)","3.8**2 * ExpSineSquared(length_scale=14.9, periodicity=78.6) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05)",23.3799,315.9419,4.8353,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) * 1**2","ExpSineSquared(length_scale=4.71, periodicity=78.6) + DotProduct(sigma_0=0.128) * WhiteKernel(noise_level=1e-05) * 0.00316**2",23.6179,315.1291,4.8598,0.9998,0.9998,0.9998
"1**2 * ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","0.00316**2 * ExpSineSquared(length_scale=33.2, periodicity=78.6) * DotProduct(sigma_0=2.88e+03) + WhiteKernel(noise_level=1e-05)",23.0446,311.8844,4.8005,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) * 1**2 * RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=363) * 0.00316**2 * RationalQuadratic(alpha=1e+05, length_scale=33.2)",27.5970,289.3664,5.2533,0.9998,0.8575,0.3494
1**2 + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) * RBF(length_scale=1),1.15**2 + DotProduct(sigma_0=0.0203) + WhiteKernel(noise_level=0.106) * RBF(length_scale=0.00295),115273.2914,-93.8060,339.5192,0.0602,-0.0203,-0.3260
WhiteKernel(noise_level=1) + 1**2 + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1),WhiteKernel(noise_level=0.0622) + 1.06**2 + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05),125655.6847,-124.6017,354.4795,-0.0244,-0.0148,-0.0001
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1.84, periodicity=0.994) + WhiteKernel(noise_level=6.93e-05) * WhiteKernel(noise_level=6.93e-05) + ExpSineSquared(length_scale=1.84, periodicity=0.994)",23.7818,304.4589,4.8767,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) * 1**2","WhiteKernel(noise_level=1.12) + WhiteKernel(noise_level=6.82e-05) * ExpSineSquared(length_scale=6.69, periodicity=1.29e-05) * 0.0686**2",1125085.5382,-354.6883,1060.7005,-8.1724,-8.1218,-8.1166
"RationalQuadratic(alpha=1, length_scale=1) * DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) * 1**2","RationalQuadratic(alpha=0.00208, length_scale=1.26e+03) * DotProduct(sigma_0=0.928) + WhiteKernel(noise_level=1e-05) * 0.00316**2",52.6458,277.5347,7.2557,0.9996,-1.7612,-11.6224
1**2 + WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) * WhiteKernel(noise_level=1),1**2 + WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=3.36e+04) * WhiteKernel(noise_level=1e-05),122659.6750,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"RBF(length_scale=1) * WhiteKernel(noise_level=1) * DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=35.4) * WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05) + ExpSineSquared(length_scale=4.2, periodicity=0.201)",41.9002,24.3727,6.4730,0.9997,0.9996,0.9996
"WhiteKernel(noise_level=1) * RationalQuadratic(alpha=1, length_scale=1) + 1**2 + DotProduct(sigma_0=1)","WhiteKernel(noise_level=0.106) * RationalQuadratic(alpha=1, length_scale=1) + 0.911**2 + DotProduct(sigma_0=0.702)",115273.2918,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","DotProduct(sigma_0=1.15) + ExpSineSquared(length_scale=4.96e+04, periodicity=0.282) * WhiteKernel(noise_level=0.106)",115273.2914,-93.8060,339.5192,0.0602,-0.0203,-0.3260
WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2 + DotProduct(sigma_0=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.3) * 0.975**2 + DotProduct(sigma_0=0.000249),28.5918,285.3326,5.3471,0.9998,-0.5824,-6.2336
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + 1**2 * WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.998, periodicity=1) * RBF(length_scale=31.4) + 0.00316**2 * WhiteKernel(noise_level=1e-05)",28.4280,289.1531,5.3318,0.9998,0.9450,0.7496
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) * 1**2","DotProduct(sigma_0=1.15) + ExpSineSquared(length_scale=4.16e+04, periodicity=4.23e+04) * WhiteKernel(noise_level=154) * 0.0263**2",115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1.59e-05) + ExpSineSquared(length_scale=0.000138, periodicity=0.069) * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.5)",28.7647,285.3300,5.3633,0.9998,-0.5985,-6.3072
"RationalQuadratic(alpha=1, length_scale=1) * 1**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=4.31e+03, length_scale=1.11) * 0.0112**2 * WhiteKernel(noise_level=5.26e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6)",23.6175,315.1517,4.8598,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * 1**2","WhiteKernel(noise_level=0.0528) * ExpSineSquared(length_scale=140, periodicity=6.66e+03) + WhiteKernel(noise_level=17.3) * 0.248**2",1125085.5382,-354.6883,1060.7005,-8.1724,-8.1218,-8.1166
DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) * 1**2 + RBF(length_scale=1),DotProduct(sigma_0=1e-05) * WhiteKernel(noise_level=1e-05) * 0.00316**2 + RBF(length_scale=31.4),28.4311,289.1313,5.3321,0.9998,0.9451,0.7496
"ExpSineSquared(length_scale=1, periodicity=1) * DotProduct(sigma_0=1) * 1**2 + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=3.94, periodicity=157) * DotProduct(sigma_0=1.95e+03) * 0.00316**2 + WhiteKernel(noise_level=1e-05)",23.3057,296.9963,4.8276,0.9998,0.9997,0.9991
"1**2 + WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.558**2 + WhiteKernel(noise_level=1e-05) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1.55, periodicity=0.994)",24.0045,304.0856,4.8994,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) * ExpSineSquared(length_scale=8.45e+04, periodicity=2.25e-05) + WhiteKernel(noise_level=0.106) + DotProduct(sigma_0=1.15)",115273.2916,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"1**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1)","2.06**2 * WhiteKernel(noise_level=0.263) + ExpSineSquared(length_scale=0.00363, periodicity=0.0254) * WhiteKernel(noise_level=0.00033)",1125085.5382,-354.6883,1060.7005,-8.1724,-8.1218,-8.1166
"ExpSineSquared(length_scale=1, periodicity=1) * RBF(length_scale=1) + 1**2 + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.243, periodicity=1e+05) * RBF(length_scale=31.2) + 0.878**2 + WhiteKernel(noise_level=1e-05)",26.4724,289.9132,5.1451,0.9998,0.6258,-0.7102
"RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) * 1**2","RationalQuadratic(alpha=0.000304, length_scale=1.07e-05) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=14.9, periodicity=0.0123) * 3.8**2",23.3795,316.0595,4.8352,0.9998,0.9998,0.9998
"1**2 + DotProduct(sigma_0=1) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","0.238**2 + DotProduct(sigma_0=0.000223) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.2, periodicity=78.6)",41.9639,24.3736,6.4780,0.9997,0.9996,0.9996
"WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) * WhiteKernel(noise_level=1e-05) * 0.00316**2 + ExpSineSquared(length_scale=4.71, periodicity=0.987)",23.6177,315.1517,4.8598,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) * 1**2 + WhiteKernel(noise_level=1)","DotProduct(sigma_0=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.3) * 0.975**2 + WhiteKernel(noise_level=1e-05)",28.5913,285.3325,5.3471,0.9998,-0.5823,-6.2335
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) * 1**2","DotProduct(sigma_0=0.206) + ExpSineSquared(length_scale=4.7, periodicity=0.987) + WhiteKernel(noise_level=1e-05) * 0.00316**2",23.3985,305.9114,4.8372,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + RBF(length_scale=1) * 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05) * 0.00316**2 + ExpSineSquared(length_scale=4.7, periodicity=0.987)",23.6185,315.0345,4.8599,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) * ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + 1**2","DotProduct(sigma_0=0.284) * ExpSineSquared(length_scale=0.0614, periodicity=1) + WhiteKernel(noise_level=0.000429) + 48.9**2",55.9418,257.3584,7.4794,0.9995,0.3403,-2.0143
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 * WhiteKernel(noise_level=1) * WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=4.71, periodicity=0.987) + 0.00316**2 * WhiteKernel(noise_level=1e-05) * WhiteKernel(noise_level=1e-05)",23.6177,315.1517,4.8598,0.9998,0.9998,0.9998
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) * WhiteKernel(noise_level=1) * DotProduct(sigma_0=1)","RBF(length_scale=30.1) + ExpSineSquared(length_scale=0.00011, periodicity=1.19) * WhiteKernel(noise_level=1e-05) * DotProduct(sigma_0=1e-05)",1577.6405,8.0832,39.7195,0.9871,0.8146,0.1979
