kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
"WhiteKernel(noise_level=1) + 1**2 + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + 3.35**2 + Matern(length_scale=93.5, nu=1.5) + Matern(length_scale=93.5, nu=1.5)",2371.7506,241.5535,48.7006,0.9995,0.9215,-7.6021
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) + RationalQuadratic(alpha=0.00333, length_scale=86.6) + DotProduct(sigma_0=0.00043) + Matern(length_scale=1e+05, nu=1.5)",2442.7119,254.1900,49.4238,0.9994,0.9995,0.9754
"RationalQuadratic(alpha=1, length_scale=1) + 1**2 + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0217, length_scale=70.2) + 3.18**2 + Matern(length_scale=163, nu=1.5) + Matern(length_scale=163, nu=1.5)",2293.7549,244.4809,47.8932,0.9995,0.9555,-3.8632
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=6.37e+04, nu=1.5) + ExpSineSquared(length_scale=239, periodicity=1e+05) + DotProduct(sigma_0=1e-05) + Matern(length_scale=74.9, nu=1.5)",2370.6755,245.6088,48.6896,0.9995,0.9977,0.7757
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + DotProduct(sigma_0=1)","Matern(length_scale=74.9, nu=1.5) + Matern(length_scale=9.98e+04, nu=1.5) + RBF(length_scale=9.26e+04) + DotProduct(sigma_0=0.00154)",2370.6715,245.6088,48.6895,0.9995,0.9977,0.7757
"RBF(length_scale=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=1.39e+03) + DotProduct(sigma_0=0.000134) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5)",6660.1297,237.2049,81.6096,0.9985,0.9990,0.9764
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=204, nu=1.5) + Matern(length_scale=204, nu=1.5) + Matern(length_scale=204, nu=1.5) + RationalQuadratic(alpha=0.0153, length_scale=74.7)",2301.5523,245.4499,47.9745,0.9995,0.9594,-3.4340
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=15.8, periodicity=1.03) + RationalQuadratic(alpha=7.17e+04, length_scale=106) + Matern(length_scale=401, nu=1.5) + Matern(length_scale=401, nu=1.5)",2198.9738,267.0422,46.8932,0.9995,0.9898,-0.0930
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + 1**2","Matern(length_scale=89.6, nu=1.5) + Matern(length_scale=125, nu=1.5) + Matern(length_scale=125, nu=1.5) + 3.23**2",2370.2399,243.2117,48.6851,0.9995,0.9349,-6.1292
"1**2 + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","3.24**2 + RBF(length_scale=114) + Matern(length_scale=94.2, nu=1.5) + Matern(length_scale=94.2, nu=1.5)",2375.2321,243.4240,48.7364,0.9995,0.9359,-6.0189
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + 1**2","Matern(length_scale=243, nu=1.5) + ExpSineSquared(length_scale=15.9, periodicity=0.969) + Matern(length_scale=243, nu=1.5) + 1.43**2",2181.6650,261.4833,46.7083,0.9995,0.9853,-0.5935
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0133, length_scale=75.4) + Matern(length_scale=224, nu=1.5) + RBF(length_scale=132) + Matern(length_scale=224, nu=1.5)",2315.1739,246.2337,48.1163,0.9995,0.9656,-2.7555
"DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.00142) + RationalQuadratic(alpha=1.38e+03, length_scale=7.95e+04) + Matern(length_scale=74.9, nu=1.5) + Matern(length_scale=4.4e+04, nu=1.5)",2370.6622,245.6088,48.6894,0.9995,0.9977,0.7757
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1e-05) + Matern(length_scale=1e+05, nu=1.5)",6666.5161,237.2031,81.6487,0.9985,0.9990,0.9764
"1**2 + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","0.00459**2 + Matern(length_scale=74.9, nu=1.5) + DotProduct(sigma_0=0.000114) + Matern(length_scale=9.43e+04, nu=1.5)",2370.3053,245.8200,48.6858,0.9995,0.9977,0.7762
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","RationalQuadratic(alpha=0.0133, length_scale=75.4) + Matern(length_scale=224, nu=1.5) + Matern(length_scale=224, nu=1.5) + RBF(length_scale=132)",2315.1739,246.2337,48.1163,0.9995,0.9656,-2.7555
"1**2 + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","0.0032**2 + Matern(length_scale=74.9, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=0.0177)",2370.2290,245.8199,48.6850,0.9995,0.9977,0.7762
"Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=74.9, nu=1.5) + DotProduct(sigma_0=0.000282) + Matern(length_scale=5.82e+04, nu=1.5) + Matern(length_scale=2.97e+04, nu=1.5)",2370.6615,245.6088,48.6894,0.9995,0.9977,0.7757
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","Matern(length_scale=168, nu=1.5) + Matern(length_scale=8.7e+04, nu=1.5) + ExpSineSquared(length_scale=16, periodicity=31.7) + WhiteKernel(noise_level=1e-05)",2193.6944,253.3705,46.8369,0.9995,0.9722,-2.0260
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.00107) + Matern(length_scale=74.9, nu=1.5) + Matern(length_scale=2.38e+04, nu=1.5)",2370.3056,245.8200,48.6858,0.9995,0.9977,0.7762
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=132) + Matern(length_scale=224, nu=1.5) + RationalQuadratic(alpha=0.0133, length_scale=75.4) + Matern(length_scale=224, nu=1.5)",2315.1739,246.2337,48.1163,0.9995,0.9656,-2.7555
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=195, nu=1.5) + RationalQuadratic(alpha=1.19e-05, length_scale=9.51e+03) + Matern(length_scale=195, nu=1.5) + ExpSineSquared(length_scale=1.08, periodicity=1.01)",2184.1408,245.8379,46.7348,0.9995,0.9724,-2.0053
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=95.4, nu=1.5) + Matern(length_scale=95.4, nu=1.5) + RBF(length_scale=147)",2378.4754,241.0711,48.7696,0.9995,0.8999,-9.9860
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=79.2, nu=1.5) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=171, nu=1.5) + Matern(length_scale=171, nu=1.5)",2361.7364,241.0474,48.5977,0.9995,0.9052,-9.3999
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=74.9, nu=1.5) + DotProduct(sigma_0=6.75e-05) + Matern(length_scale=7.92e+04, nu=1.5)",2370.9011,245.7401,48.6919,0.9995,0.9977,0.7764
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=224, nu=1.5) + RBF(length_scale=132) + Matern(length_scale=224, nu=1.5) + RationalQuadratic(alpha=0.0133, length_scale=75.4)",2315.1739,246.2337,48.1163,0.9995,0.9656,-2.7555
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0153, length_scale=74.7) + Matern(length_scale=204, nu=1.5) + Matern(length_scale=204, nu=1.5) + Matern(length_scale=204, nu=1.5)",2301.5523,245.4499,47.9745,0.9995,0.9594,-3.4340
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0212, length_scale=70.3) + Matern(length_scale=168, nu=1.5) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=168, nu=1.5)",2290.4651,242.9784,47.8588,0.9995,0.9432,-5.2184
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.0208, periodicity=1) + Matern(length_scale=95.4, nu=1.5) + Matern(length_scale=95.4, nu=1.5)",2378.7767,241.0711,48.7727,0.9995,0.8999,-9.9815
"1**2 + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","2.14**2 + Matern(length_scale=242, nu=1.5) + ExpSineSquared(length_scale=16.2, periodicity=0.969) + Matern(length_scale=242, nu=1.5)",2181.6756,261.7804,46.7084,0.9995,0.9860,-0.5068
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=0.0875, periodicity=1e+05) + DotProduct(sigma_0=0.00125)",6660.1284,237.2049,81.6096,0.9985,0.9990,0.9764
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","RationalQuadratic(alpha=0.00333, length_scale=86.6) + Matern(length_scale=2.77e+04, nu=1.5) + Matern(length_scale=5.9e+04, nu=1.5) + DotProduct(sigma_0=1e-05)",2442.6750,254.1900,49.4234,0.9994,0.9995,0.9754
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=168, nu=1.5) + Matern(length_scale=168, nu=1.5) + WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=0.0212, length_scale=70.3)",2290.4651,242.9784,47.8588,0.9995,0.9432,-5.2184
"RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=0.0133, length_scale=75.4) + RBF(length_scale=132) + Matern(length_scale=224, nu=1.5) + Matern(length_scale=224, nu=1.5)",2315.1739,246.2337,48.1163,0.9995,0.9656,-2.7555
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=1e-05)",6666.5161,237.2031,81.6487,0.9985,0.9990,0.9764
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=225, nu=1.5) + Matern(length_scale=225, nu=1.5) + ExpSineSquared(length_scale=0.0371, periodicity=1) + RationalQuadratic(alpha=0.0133, length_scale=75.4)",2315.6581,246.2331,48.1213,0.9995,0.9658,-2.7317
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","RationalQuadratic(alpha=1e+05, length_scale=136) + Matern(length_scale=305, nu=1.5) + ExpSineSquared(length_scale=1.62, periodicity=1.01) + Matern(length_scale=305, nu=1.5)",2185.4242,254.7680,46.7485,0.9995,0.9860,-0.5084
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=1, periodicity=1.01) + DotProduct(sigma_0=1e-05) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5)",2228.5609,263.1541,47.2076,0.9995,0.9997,0.9907
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + 1**2","Matern(length_scale=93.5, nu=1.5) + Matern(length_scale=93.5, nu=1.5) + 3.35**2",2371.1992,241.6332,48.6950,0.9995,0.9215,-7.6038
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + 1**2","RBF(length_scale=115) + Matern(length_scale=140, nu=1.5) + Matern(length_scale=78.2, nu=1.5) + 3.23**2",2366.4411,243.4802,48.6461,0.9995,0.9386,-5.7265
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","1.42**2 + ExpSineSquared(length_scale=15.9, periodicity=0.969) + Matern(length_scale=243, nu=1.5) + Matern(length_scale=243, nu=1.5)",2181.6628,261.4735,46.7083,0.9995,0.9852,-0.5959
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + 1**2 + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.00059) + Matern(length_scale=74.9, nu=1.5) + 0.0036**2 + Matern(length_scale=6.02e+04, nu=1.5)",2370.3055,245.8200,48.6858,0.9995,0.9977,0.7762
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=224, nu=1.5) + RationalQuadratic(alpha=9.39e+04, length_scale=132) + RationalQuadratic(alpha=0.0133, length_scale=75.4) + Matern(length_scale=224, nu=1.5)",2315.1725,246.2337,48.1162,0.9995,0.9656,-2.7556
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.00388) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5) + Matern(length_scale=1e+05, nu=1.5)",6666.5161,237.2031,81.6487,0.9985,0.9990,0.9764
"Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","Matern(length_scale=80.2, nu=1.5) + Matern(length_scale=183, nu=1.5) + Matern(length_scale=183, nu=1.5) + Matern(length_scale=183, nu=1.5)",2358.9910,242.7976,48.5694,0.9995,0.9212,-7.6336
"1**2 + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1)","3.21**2 + RationalQuadratic(alpha=1.24e+04, length_scale=101) + ExpSineSquared(length_scale=0.05, periodicity=1.27e+04) + ExpSineSquared(length_scale=0.375, periodicity=308)",2203.5672,239.3037,46.9422,0.9995,0.7553,-25.8864
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=0.00278, periodicity=3.96e+04) + 3.36**2 + RationalQuadratic(alpha=3.06e+04, length_scale=87.1)",2206.4521,236.7255,46.9729,0.9995,0.8012,-20.8389
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=1.08e+03, periodicity=0.000467) + RationalQuadratic(alpha=1e+05, length_scale=101) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=3.22, periodicity=63.4)",2335.5209,253.6496,48.3272,0.9995,0.9865,-0.4523
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=3.21, periodicity=63.4) + RBF(length_scale=117) + RationalQuadratic(alpha=1.84e+03, length_scale=117) + ExpSineSquared(length_scale=1e+05, periodicity=3.92)",2259.7428,262.1752,47.5368,0.9995,0.9918,0.1231
"RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=16.8, length_scale=5.57e+04) + ExpSineSquared(length_scale=15.8, periodicity=0.492) + ExpSineSquared(length_scale=0.0177, periodicity=3.64e+04) + WhiteKernel(noise_level=1e-05)",2344.2518,260.5524,48.4175,0.9995,0.9882,-0.2688
"Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","Matern(length_scale=308, nu=1.5) + ExpSineSquared(length_scale=3.81, periodicity=1.02) + RBF(length_scale=99.7) + ExpSineSquared(length_scale=3.81, periodicity=1.02)",2206.8806,258.4954,46.9774,0.9995,0.9855,-0.5688
"Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","Matern(length_scale=182, nu=1.5) + RationalQuadratic(alpha=0.0175, length_scale=71.6) + ExpSineSquared(length_scale=0.0268, periodicity=2.84e+04) + WhiteKernel(noise_level=1e-05)",2307.1369,243.9882,48.0327,0.9995,0.9537,-4.0590
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.00643, periodicity=1e+05) + ExpSineSquared(length_scale=4.32, periodicity=9.98e+04) + RationalQuadratic(alpha=0.119, length_scale=45.3) + WhiteKernel(noise_level=1e-05)",2273.8928,241.0044,47.6854,0.9995,0.9060,-9.3064
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=9.52, periodicity=0.00364) + 0.167**2 + RationalQuadratic(alpha=1.37, length_scale=114) + ExpSineSquared(length_scale=84.4, periodicity=0.000253)",2234.1712,256.8384,47.2670,0.9995,0.9854,-0.5735
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=345, nu=1.5) + RationalQuadratic(alpha=6.23e+04, length_scale=101) + ExpSineSquared(length_scale=15.8, periodicity=31.7)",2210.9642,264.6826,47.0209,0.9995,0.9870,-0.4040
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=3.81, periodicity=1.02) + Matern(length_scale=308, nu=1.5) + RBF(length_scale=99.7) + ExpSineSquared(length_scale=3.81, periodicity=1.02)",2206.8806,258.4954,46.9774,0.9995,0.9855,-0.5688
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","ExpSineSquared(length_scale=0.0122, periodicity=1) + RationalQuadratic(alpha=0.0126, length_scale=74.9) + RBF(length_scale=156) + ExpSineSquared(length_scale=0.0122, periodicity=1)",2328.3443,247.4312,48.2529,0.9995,0.9753,-1.6909
"ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + 1**2","ExpSineSquared(length_scale=0.00775, periodicity=9.84e+04) + RationalQuadratic(alpha=0.0175, length_scale=71.6) + Matern(length_scale=182, nu=1.5) + 0.00532**2",2306.7796,244.0693,48.0289,0.9995,0.9537,-4.0605
"ExpSineSquared(length_scale=1, periodicity=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=3.81, periodicity=0.984) + ExpSineSquared(length_scale=3.81, periodicity=0.984) + RationalQuadratic(alpha=4.48e+03, length_scale=99.8) + Matern(length_scale=308, nu=1.5)",2206.9071,258.4952,46.9777,0.9995,0.9855,-0.5676
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","ExpSineSquared(length_scale=1e+05, periodicity=5.83) + 3.14**2 + ExpSineSquared(length_scale=1e+05, periodicity=5.83) + RationalQuadratic(alpha=0.593, length_scale=30.2)",2284.7448,234.1171,47.7990,0.9995,0.8071,-20.1866
"RationalQuadratic(alpha=1, length_scale=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RationalQuadratic(alpha=0.139, length_scale=43.4) + 3.3**2 + ExpSineSquared(length_scale=0.00457, periodicity=1)",2274.8721,242.4250,47.6956,0.9995,0.9185,-7.9354
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1)","Matern(length_scale=74.5, nu=1.5) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.0461, periodicity=1) + RationalQuadratic(alpha=1e-05, length_scale=1e+05)",2371.4573,240.2857,48.6976,0.9995,0.9056,-9.3587
"ExpSineSquared(length_scale=1, periodicity=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=15.8, periodicity=31.7) + 3.27**2 + RationalQuadratic(alpha=589, length_scale=100) + Matern(length_scale=337, nu=1.5)",2207.9678,266.2456,46.9890,0.9995,0.9892,-0.1558
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5)","ExpSineSquared(length_scale=1.63, periodicity=95.1) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=136, periodicity=6) + Matern(length_scale=149, nu=1.5)",2116.4962,243.5253,46.0054,0.9995,0.9570,-3.7010
